"age","gender","height","weight","weekly_km","country","shoe_brand","marathons_xp","personal_best","injured_prev_mth","injured_prev_qtr","injured_prev_hy"
41,"Male",156,61,27,"Australia","Nike",4,375,0,0,0
36,"Female",177,69,40,"Australia","Brooks",3,349,0,0,0
19,"Male",179,81,15,"Australia","Nike",2,197,0,0,0
28,"Female",170,70,45,"Australia","Adidas",1,319,0,0,0
33,"Female",181,80,22,"Australia","Asics",1,397,0,0,0
31,"Male",164,70,32,"Australia","Asics",4,290,0,0,0
35,"Female",164,76,40,"Australia","Asics",4,282,0,0,0
26,"Male",165,71,12,"Australia","Saucony",3,299,0,0,0
24,"Female",161,66,48,"Australia","Adidas",3,213,0,1,1
33,"Female",163,71,27,"Kenya","Brooks",6,337,0,0,0
36,"Female",177,80,60,"Japan","Nike",5,251,1,1,1
34,"Female",153,58,20,"Australia","Nike",2,339,0,0,0
22,"Male",161,70,36,"Australia","Brooks",1,237,0,0,0
31,"Female",170,66,25,"Germany","Brooks",4,353,0,0,0
24,"Female",166,65,46,"Australia","Adidas",3,282,0,1,1
40,"Female",175,86,19,"UK","Saucony",3,248,0,1,1
35,"Female",168,69,48,"Australia","Nike",2,275,0,0,1
41,"Female",136,50,42,"Australia","Nike",4,283,0,1,1
35,"Male",175,79,22,"Australia","Brooks",2,274,0,0,0
34,"Male",179,81,19,"Australia","Brooks",1,306,0,0,0
36,"Female",169,74,110,"Australia","Saucony",4,275,0,0,0
25,"Female",188,81,26,"Australia","Saucony",3,313,0,0,1
38,"Female",162,65,50,"UK","Brooks",5,330,0,0,1
23,"Male",198,92,30,"Germany","Saucony",1,259,0,0,0
30,"Female",181,82,67,"Australia","Nike",4,324,0,0,0
21,"Female",179,78,40,"Australia","Saucony",4,266,0,0,0
19,"Male",184,85,74,"USA","Brooks",3,269,0,0,0
28,"Male",162,66,35,"Australia","Asics",2,282,0,0,0
20,"Female",159,70,22,"Australia","Asics",0,NA,0,0,1
28,"Female",190,91,35,"Australia","Brooks",0,NA,0,0,0
29,"Male",146,59,35,"Australia","Nike",1,306,0,0,1
21,"Male",165,72,25,"USA","Asics",3,200,0,0,0
18,"Male",163,70,18,"Australia","Adidas",6,263,0,0,0
34,"Female",168,67,43,"Kenya","Adidas",2,NA,0,0,0
26,"Male",173,76,12,"Germany","Adidas",1,263,0,0,0
27,"Female",186,82,76,"Australia","Asics",1,319,0,0,0
23,"Female",177,75,67,"Japan","Brooks",1,338,0,0,0
33,"Female",155,67,67,"Australia","Nike",1,272,0,0,0
23,"Female",164,66,58,"Australia","Nike",2,266,0,0,0
31,"Female",187,86,40,"Aus","Brooks",2,297,0,0,0
23,"Male",173,72,81,"Australia","Nike",2,282,0,0,1
29,"Male",163,64,26,"Australia","Nike",1,261,0,0,0
35,"Female",153,60,62,"Australia","Saucony",2,355,0,0,0
29,"Female",173,74,29,"Australia","Brooks",2,329,0,0,0
28,"Male",164,73,28,"Australia","Asics",1,296,0,0,0
24,"Female",155,63,33,"Australia","Asics",4,232,0,0,0
28,"Female",167,66,21,"Germany","Saucony",2,329,0,1,1
25,"Male",181,82,47,"Australia","Brooks",1,299,0,0,0
23,"Female",178,77,14,"Kenya","Nike",1,251,0,0,0
29,"Female",174,67,16,"Australia","Saucony",0,NA,0,0,0
32,"Female",163,63,9,"Australia","Nike",2,317,0,1,1
21,"Male",164,73,42,"Japan","Nike",2,243,0,0,0
26,"Female",166,71,30,"Australia","Brooks",3,323,0,0,0
38,"Male",171,77,58,"Australia","Brooks",3,290,0,0,0
30,"Female",169,73,37,"Australia","Nike",1,353,0,0,0
21,"Female",155,60,41,"Australia","Nike",2,284,0,0,0
34,"Female",140,48,23,"Australia","Nike",1,328,0,0,0
22,"Male",159,67,20,"Australia","Saucony",3,301,0,0,0
19,"Male",168,73,19,"Australia","Adidas",4,218,0,0,0
31,"Male",169,71,56,"Australia",NA,1,274,1,1,1
25,"Male",164,73,21,"Australia","Asics",3,262,0,0,0
28,"Female",166,65,27,"Australia","Nike",2,284,1,1,1
32,"Female",164,70,34,"Australia","Saucony",3,296,0,0,0
22,"Female",167,73,31,"Australia","Asics",4,222,0,0,0
40,"Male",163,70,15,"Australia","Saucony",5,307,0,0,0
26,"Female",182,81,55,"Australia","Saucony",5,193,0,0,0
33,"Male",187,84,34,"Australia","Saucony",1,351,0,0,0
32,"Female",173,68,27,"Aus","Asics",0,NA,0,0,0
24,"Female",166,68,56,"UK","Brooks",4,307,0,0,0
30,"Male",152,69,38,"Australia","Brooks",3,354,0,1,1
20,"Male",182,82,20,"Australia","Asics",2,251,0,0,0
20,"Male",182,77,57,"Australia","Brook",2,266,0,0,0
40,"Female",161,66,27,"Kenya","Asics",2,299,1,1,1
31,"Male",172,70,19,"Aus","Saucony",1,302,0,1,1
37,"Female",181,83,21,"UK","Saucony",4,293,0,0,0
29,"Male",166,72,18,"Australia","Nike",1,257,0,0,0
32,"Male",164,66,40,"Australia","Brooks",1,281,0,0,1
29,"Female",155,57,46,"Kenya","Brooks",2,309,0,0,0
28,"Male",148,57,63,"Australia","Nike",1,276,0,0,0
28,"Female",158,60,72,"Australia","Asics",4,275,0,0,0
44,"Male",169,71,52,"Australia","Nike",2,354,0,0,0
48,"Female",170,69,43,"Australia","Brooks",4,335,0,0,0
28,"Male",166,64,35,"Australia","Asics",3,330,0,0,1
20,"Male",172,72,98,"Australia","Saucony",4,285,0,0,0
20,"Male",179,80,51,"Australia","Asics",2,293,0,0,0
23,"Female",175,83,40,"Australia","Saucony",3,309,0,0,0
30,"Female",170,75,75,"Australia","Adidas",2,294,0,0,0
20,"Male",175,77,30,"Australia","Saucony",1,229,0,0,0
30,"Male",153,58,47,"Australia",NA,1,312,0,0,0
35,"Male",180,84,37,"Australia","Saucony",2,281,1,1,1
20,"Male",166,74,30,"Australia","Saucony",2,299,0,0,0
38,"Male",186,81,28,"Australia","Brooks",2,340,0,0,0
27,"Female",148,54,39,"Australia","Nike",4,305,0,0,0
37,"Female",182,85,54,"Australia","Brooks",2,300,0,0,0
26,"Male",143,50,18,"Australia","Nike",3,314,0,0,0
20,"Female",164,69,19,"Australia","Asics",0,NA,0,0,0
24,"Male",171,70,8,"Australia","Adidas",2,274,0,0,0
23,"Male",170,72,22,"Kenya","Asics",4,244,0,0,0
35,"Male",180,84,47,"Australia","Brooks",2,325,0,0,1
27,"Male",152,58,15,"Australia","Brooks",0,NA,1,1,1
20,"Male",169,74,34,"Australia","Saucony",3,227,0,0,0
30,"Male",145,57,49,"Australia","Nike",0,NA,0,1,1
39,"Male",165,74,65,"Australia","Brooks",3,294,0,0,1
29,"Female",145,52,84,"Kenya","Asics",5,254,0,0,0
26,"Male",163,65,18,"Australia","Nike",4,304,0,0,0
37,"Male",141,51,12,"Australia","Saucony",3,282,0,0,0
24,"Female",189,89,22,"Australia","Asics",0,NA,0,0,0
33,"Female",160,67,32,"Australia","Saucony",2,277,0,0,1
19,"Female",160,71,67,"USA","Brooks",2,257,0,0,0
28,"Male",178,73,27,"Australia","Nike",5,324,0,0,0
39,"Male",163,68,21,"Australia","Adidas",3,303,0,0,0
42,"Female",176,72,47,"Australia","Brook",4,278,0,0,0
26,"Female",167,68,56,"Australia","Adidas",4,222,0,0,0
27,"Male",142,55,16,"Australia","Saucony",3,242,0,0,0
32,"Male",161,66,27,"Australia","Brooks",2,264,0,1,1
28,"Male",174,76,14,"Kenya","Adidas",2,314,0,0,0
23,"Male",170,72,32,"Australia","Saucony",3,241,1,1,1
41,"Male",162,70,34,"Australia","Nike",6,281,0,0,0
23,"Female",189,94,52,"Australia","Adidas",1,243,0,0,1
22,"Female",164,66,37,"Australia","Saucony",2,214,0,0,0
37,"Male",170,71,151,"Australia","Saucony",2,433,0,0,0
25,"Male",170,70,38,"Aus","Nike",4,306,0,0,0
45,"Female",159,69,31,"Australia","Brooks",2,327,0,0,0
32,"Male",138,52,49,"Australia","Saucony",6,273,0,0,0
21,"Male",154,60,49,"Australia","Nike",2,227,0,1,1
37,"Female",154,59,17,"Kenya","Brooks",5,307,0,0,0
31,"Male",177,75,26,"Aus","Saucony",4,297,0,0,0
32,"Male",168,76,78,"Australia","Brooks",1,294,0,0,0
31,"Female",170,75,14,"Australia","Nike",0,NA,0,0,0
28,"Female",173,72,53,"Australia","Nike",1,249,0,0,0
31,"Female",151,62,47,"USA","Adidas",3,341,0,0,0
20,"Female",159,66,53,"Australia","Brooks",1,251,0,0,0
25,"Male",163,68,31,"Japan","Nike",2,251,0,0,0
21,"Male",165,62,13,"Australia","Asics",1,221,0,0,0
32,"Male",174,78,49,"Australia","Asics",1,326,0,0,0
34,"Male",155,56,77,"Australia","Asics",1,278,0,0,0
24,"Male",163,65,44,"Japan","Brooks",2,292,0,0,0
24,"Male",157,58,64,"Australia","Brooks",1,280,0,0,0
21,"Male",132,49,36,"Australia","Saucony",0,NA,0,0,0
25,"Female",184,79,47,"Australia","Brooks",0,NA,0,1,1
23,"Male",158,65,41,"UK","Asics",3,225,0,0,0
20,"Female",164,74,32,"Australia","Brooks",1,259,0,0,0
41,"Male",181,77,25,"UK","Nike",1,369,0,0,0
34,"Female",162,62,17,"Australia","Asics",0,NA,0,0,0
31,"Male",155,62,58,"Australia","Adidas",1,308,0,1,1
38,"Male",168,73,44,"Australia","Nike",2,315,0,0,0
45,"Male",158,66,16,"USA","Nike",2,353,0,0,0
34,"Male",162,61,29,"UK","Saucony",4,264,0,0,0
30,"Female",176,67,37,"Australia","Saucony",4,259,0,0,1
44,"Male",149,57,30,"Australia","Asics",7,343,0,1,1
32,"Female",174,73,96,"Australia","Asics",1,335,0,1,1
27,"Male",185,81,24,"Australia","Brooks",5,287,0,0,0
22,"Male",162,71,53,"Australia","Brooks",6,266,0,0,0
26,"Female",187,80,26,"Australia","Nike",1,352,0,1,1
25,"Female",172,72,6,"Australia","Asics",3,294,0,0,1
24,"Male",157,56,32,"Australia","Asics",4,238,0,0,0
25,"Male",186,78,23,"Australia","Asics",0,NA,0,0,0
39,"Male",181,80,39,"Germany","Asics",2,322,0,0,0
22,"Female",170,66,61,"USA","Asics",2,256,0,0,0
30,"Male",158,64,37,"Australia","Asics",0,NA,0,0,0
29,"Male",162,68,15,"UK","Saucony",2,273,0,1,1
30,"Female",163,69,23,"Australia","Nike",3,306,0,0,0
33,"Female",142,55,57,"Australia","Asics",4,328,0,0,0
41,"Female",142,55,55,"Australia","Asics",5,266,0,0,0
23,"Female",170,65,20,"USA","Adidas",0,NA,0,0,1
37,"Female",165,67,12,"Australia","Saucony",2,342,0,0,0
44,"Female",175,75,23,"Australia","Adidas",1,267,0,0,0
29,"Female",191,82,63,"Australia","Asics",3,301,0,0,0
27,"Male",167,69,30,"Australia","Brooks",2,252,1,1,1
20,"Male",149,57,8,"Australia","Saucony",3,209,0,0,1
36,"Female",176,80,34,"Australia","Nike",4,270,0,0,0
27,"Female",172,78,19,"Australia","Adidas",1,293,0,1,1
22,"Female",182,75,31,"Australia","Brooks",1,284,0,1,1
30,"Male",169,74,53,"Australia","Adidas",2,309,0,0,1
20,"Male",162,70,54,"Australia","Nike",3,186,0,0,0
34,"Male",158,67,16,"Australia","Adidas",1,289,0,0,0
34,"Male",165,68,22,"Australia","Asics",2,387,0,1,1
38,"Male",179,75,13,"Australia","Brooks",2,263,0,0,0
19,"Female",183,79,34,"Australia","Asics",2,168,0,0,0
39,"Female",158,65,71,"Australia","Asics",1,327,0,0,0
36,"Female",172,76,21,"Australia","Brooks",2,260,0,1,1
31,"Male",182,80,32,"Australia","Adidas",2,339,0,1,1
22,"Female",157,56,24,"Australia","Saucony",4,236,0,1,1
22,"Male",145,55,30,"Australia","Adidas",1,263,1,1,1
36,"Male",151,57,31,"Australia","Brooks",3,326,0,0,1
36,"Female",165,66,41,"UK","Asics",4,320,0,0,0
44,"Female",178,76,18,"Australia","Asics",5,284,0,0,0
24,"Male",168,73,52,"Australia","Asics",0,NA,0,0,0
29,"Male",170,72,37,"Australia","Nike",3,252,0,0,0
26,"Male",153,57,85,"Japan","Adidas",2,332,0,0,0
24,"Male",167,65,41,"Australia","Saucony",1,279,0,0,0
23,"Male",151,57,52,"Australia","Adidas",1,230,0,0,0
25,"Male",167,71,35,"Australia","Saucony",3,217,1,1,1
25,"Male",150,59,33,"Australia","Asics",0,NA,0,0,0
21,"Female",165,73,61,"Australia","Saucony",3,223,1,1,1
29,"Male",166,67,14,"Australia","Nike",2,292,0,0,0
26,"Male",184,86,56,"Australia","Asics",0,NA,0,0,1
18,"Male",153,55,28,"Australia","Saucony",1,229,0,0,0
37,"Female",167,78,33,"Australia","Brooks",3,347,0,1,1
21,"Male",178,78,61,"Australia","Brooks",0,NA,0,0,0
19,"Male",174,69,30,"Australia","Brooks",1,244,0,0,0
26,"Female",165,66,17,"Australia","Nike",2,275,0,0,0
35,"Male",163,64,49,"Australia","Brooks",2,257,0,0,0
30,"Male",162,70,44,"Australia",NA,2,240,0,0,0
37,"Female",164,61,42,"Australia","Asics",3,345,0,0,0
22,"Female",161,67,56,"Australia","Brooks",2,239,0,0,0
27,"Male",182,75,39,"Australia","Saucony",2,304,0,0,0
24,"Male",164,75,30,"Australia","Saucony",1,199,0,0,1
39,"Male",181,78,51,"Germany","Saucony",3,416,0,0,0
29,"Male",163,64,14,"Australia","Brooks",3,341,0,0,0
28,"Female",193,79,26,"Aus","Asics",3,255,0,0,0
29,"Female",164,73,37,"Australia","Asics",2,315,0,0,0
27,"Female",187,77,70,"Australia","Asics",1,265,0,1,1
30,"Female",173,71,81,"Australia","Adidas",1,314,0,1,1
25,"Male",166,72,66,"Australia","Asics",3,306,0,1,1
54,"Female",169,73,11,"Australia","Nike",6,423,0,0,1
26,"Male",169,64,50,"Australia","Asics",3,259,1,1,1
21,"Female",149,61,56,"Australia","Adidas",0,NA,0,0,0
20,"Male",155,58,49,"Australia","Brooks",2,332,0,0,0
22,"Male",165,75,31,NA,"Nike",1,269,0,0,1
41,"Male",156,62,34,"Germany","Brooks",1,391,0,1,1
34,"Male",176,79,25,"UK","Adidas",2,294,0,0,0
30,"Male",180,77,42,"Kenya","Nike",2,258,0,0,0
27,"Male",153,61,20,"Australia","Brooks",4,333,0,1,1
21,"Female",147,999,12,"Australia","Nike",3,253,0,0,0
18,"Female",186,76,15,"Australia","Asics",3,231,0,0,1
28,"Female",142,57,30,"Germany","Asics",5,300,0,1,1
24,"Male",177,72,44,"Kenya","Adidas",0,NA,0,0,0
31,"Male",159,65,30,"Australia","Nike",4,253,0,1,1
25,"Male",159,67,29,"USA","Saucony",3,276,0,0,0
31,"Male",183,76,122,"Australia","Saucony",2,268,0,1,1
26,"Male",173,72,26,"Australia","Adidas",1,325,0,0,0
32,"Male",160,59,45,"Australia","Brooks",4,268,0,0,0
29,"Male",150,53,63,"Australia","Saucony",3,338,0,0,0
28,"Female",176,79,63,"Aus","Adidas",4,308,0,0,0
33,"Male",131,49,55,"UK","Nike",4,283,0,0,0
36,"Male",166,67,61,"Australia","Brooks",3,310,0,0,0
20,"Female",170,72,21,"Australia","Asics",4,249,0,0,0
38,"Male",163,66,28,"Australia","Saucony",3,314,0,0,0
36,"Female",158,61,37,"Australia","Asics",6,307,0,1,1
26,"Female",178,80,47,"Australia","Saucony",0,NA,0,0,0
32,"Female",165,73,37,"Australia","Saucony",5,276,0,0,0
30,"Male",154,64,56,"UK","Asics",2,286,0,0,1
40,"Female",161,64,42,"Australia","Brooks",3,307,0,0,0
23,"Male",164,63,30,"USA","Adidas",1,274,0,0,0
38,"Female",167,72,28,"Australia","Brooks",2,297,1,1,1
31,"Female",138,49,49,"Australia","Saucony",2,289,0,0,0
24,"Male",183,87,37,"Australia","Brooks",0,NA,0,0,0
26,"Female",151,58,20,"Australia","Saucony",1,236,0,0,0
41,"Male",193,91,71,"Australia","Adidas",1,419,0,0,0
23,"Male",183,84,24,"Australia","Adidas",2,222,0,1,1
33,"Female",164,67,12,"Australia","Asics",3,271,0,0,0
25,"Male",172,80,26,"Australia","Brooks",3,227,0,0,1
24,"Female",159,66,42,"Australia","Nike",1,284,0,0,0
29,"Female",162,65,24,"Germany","Adidas",1,315,0,0,0
19,"Male",160,62,21,"Australia","Nike",2,259,0,0,1
53,"Female",162,64,32,"UK","Nike",2,376,0,0,0
26,"Female",170,75,28,"Germany","Nike",1,243,1,1,1
37,"Male",174,72,36,"Australia","Saucony",5,281,0,0,0
25,"Female",192,79,48,"Australia","Asics",3,219,0,0,1
30,"Female",171,71,25,"Australia","Saucony",2,263,0,0,0
32,"Male",160,66,48,"Australia","Brooks",3,258,0,0,0
23,"Female",168,69,45,"Australia","Nike",1,252,0,0,0
20,"Female",175,78,47,"Australia",NA,3,184,0,1,1
28,"Female",172,69,37,"Australia","Asics",3,327,0,0,0
31,"Male",181,84,26,"Japan","Adidas",3,260,0,0,0
28,"Female",165,69,55,"Australia","Brooks",2,261,0,0,0
19,"Female",160,60,32,"Australia","Nike",1,277,0,0,0
25,"Female",162,62,76,"Kenya","Saucony",0,NA,0,0,0
33,"Female",175,69,33,"Australia","Nike",1,320,0,0,0
30,"Female",139,46,42,"Australia","Adidas",0,NA,0,0,0
36,"Female",188,86,37,"Kenya","Adidas",5,316,0,0,0
28,"Male",187,82,57,"Australia","Adidas",1,246,0,0,0
20,"Female",167,71,51,"Australia","Nike",1,293,0,0,1
40,"Male",157,65,41,"Australia","Brooks",1,384,0,0,0
29,"Male",180,73,29,"Australia","Adidas",4,332,0,0,1
26,"Female",159,67,61,"Australia","Brooks",2,264,0,0,1
24,"Male",155,61,84,"Australia","Adidas",1,342,0,1,1
33,"Female",160,65,64,"Australia","Brooks",2,287,0,0,0
27,"Female",190,88,26,"Aus","Asics",3,268,0,0,0
29,"Male",186,83,86,"Australia","Adidas",1,293,0,0,1
19,"Male",160,67,20,"Australia","Asics",1,228,0,0,0
39,"Male",176,74,21,"Australia","Adidas",3,287,0,0,0
44,"Female",178,80,14,"Australia","Asics",7,348,0,0,0
32,"Male",174,73,36,"Australia","Asics",0,NA,0,1,1
29,"Male",168,65,81,"Australia","Brooks",4,267,0,0,1
26,"Female",167,67,20,"Australia","Adidas",2,258,0,0,0
27,"Male",189,84,18,"Australia","Brooks",1,249,0,0,1
34,"Male",169,72,53,"Germany","Adidas",0,NA,0,0,0
29,"Male",165,71,61,"UK","Asics",1,303,1,1,1
23,"Male",147,56,45,"Australia","Saucony",1,219,0,0,0
31,"Female",157,63,30,"USA","Adidas",2,311,0,0,0
25,"Male",191,80,90,"Australia","Nike",2,293,0,0,0
36,"Male",169,75,19,"Australia","Nike",5,307,0,1,1
24,"Male",177,74,23,"Germany","Brooks",3,239,0,0,1
22,"Female",163,63,58,"Australia","Nike",2,244,0,0,0
21,"Male",179,78,26,"Australia","Adidas",2,219,0,0,0
25,"Female",173,73,23,"Australia","Brooks",4,263,1,1,1
22,"Female",153,56,35,"Australia","Brooks",3,222,0,0,0
20,"Female",175,78,40,"Australia","Adidas",3,240,1,1,1
25,"Female",183,77,46,"Australia","Nike",2,278,0,0,0
24,"Male",160,72,29,"Australia","Adidas",1,236,0,0,1
22,"Female",167,74,73,"Australia","Asics",1,289,0,0,0
31,"Male",161,62,12,"Australia","Asics",3,296,0,0,1
20,"Male",160,63,25,"Japan","Brooks",0,NA,1,1,1
27,"Male",155,64,22,"Kenya","Saucony",6,302,0,1,1
25,"Female",169,77,52,"Australia","Adidas",1,263,0,0,0
31,"Male",168,67,56,"Australia","Brooks",1,290,0,0,0
36,"Male",181,82,47,"Australia","Adidas",5,310,0,1,1
35,"Male",185,85,43,"Australia","Asics",2,286,0,0,0
21,"Female",164,73,44,"Australia","Nike",2,222,0,0,1
33,"Male",152,64,81,"Australia","Asics",3,283,0,0,0
42,"Female",189,85,21,"Australia","Saucony",2,346,0,0,0
24,"Female",171,71,60,"Australia","Adidas",3,269,0,0,1
26,"Female",187,91,36,"Australia","Adidas",3,262,0,0,1
40,"Female",186,76,37,"Australia","Asics",2,262,0,0,0
34,"Male",177,73,22,"Australia","Brooks",2,306,0,0,0
30,"Male",176,74,56,"Australia","Saucony",3,302,0,0,1
19,"Male",153,67,39,"Australia","Adidas",0,NA,0,0,0
26,"Female",165,65,64,"Australia","Adidas",1,282,0,0,0
36,"Male",155,62,29,"Australia","Saucony",3,291,0,0,0
31,"Male",177,75,23,"Kenya","Nike",6,338,0,0,0
28,"Male",166,68,64,"Australia","Brooks",0,NA,0,0,0
20,"Female",160,64,33,"Australia","Adidas",3,279,0,1,1
30,"Female",175,78,21,"Kenya","Brooks",5,259,0,1,1
36,"Female",159,65,67,"Australia","Saucony",2,245,0,0,0
26,"Male",145,50,18,"Australia","Brooks",3,250,0,0,0
23,"Female",179,85,54,"Australia","Asics",2,309,0,0,0
25,"Male",174,74,44,"Australia","Adidas",1,296,0,0,0
20,"Female",172,72,54,"Australia","Brooks",0,NA,0,0,0
37,"Male",162,60,33,"Australia","Saucony",4,346,0,0,0
33,"Male",171,66,42,"Australia","Brooks",2,324,0,0,0
27,"Male",173,74,81,"Australia","Asics",4,291,0,0,0
28,"Female",175,75,42,"Australia","Brooks",2,312,0,0,0
33,"Male",182,83,55,"USA","Nike",2,342,0,0,0
32,"Male",168,66,23,"UK","Brooks",1,314,1,1,1
30,"Male",164,65,50,"Australia","Nike",1,272,0,0,0
20,"Male",174,79,51,"Australia","Brooks",1,322,0,1,1
42,"Female",177,80,44,"Australia","Saucony",3,306,0,1,1
38,"Male",165,66,74,"Australia","Nike",1,384,0,0,1
22,"Female",175,76,44,"Australia","Asics",2,231,0,0,0
29,"Female",136,48,13,"Japan","Asics",5,307,0,0,0
32,"Female",155,63,38,"Australia","Nike",1,304,0,0,0
24,"Female",153,61,39,"Australia","Nike",0,NA,1,1,1
33,"Male",184,84,26,"Australia","Nike",1,291,0,0,0
26,"Female",166,62,33,"Australia","Adidas",0,NA,0,0,0
28,"Male",150,56,53,"Australia","Brooks",3,241,0,0,0
22,"Male",169,76,53,"Aus","Saucony",2,289,0,0,0
29,"Male",150,57,66,"Australia","Saucony",2,256,0,1,1
28,"Female",168,77,41,"Australia","Brooks",0,NA,0,0,0
50,"Female",168,66,47,"Australia","Asics",6,359,0,0,0
40,"Female",166,71,96,"Australia","Asics",3,295,0,0,1
19,"Male",172,74,21,"Australia","Asics",3,254,1,1,1
27,"Female",175,76,30,"Australia","Saucony",2,309,0,0,0
21,"Male",169,72,36,"Germany","Adidas",2,220,0,0,0
31,"Female",170,66,32,"Australia","Brooks",1,278,0,0,0
45,"Female",150,62,49,"USA","Adidas",4,339,0,0,0
20,"Female",176,70,50,"Australia","Saucony",2,261,0,0,0
36,"Female",167,64,81,"Australia","Saucony",1,300,1,1,1
37,"Male",194,81,54,"Australia","Asics",3,273,0,0,0
37,"Male",189,82,52,"USA","Adidas",3,327,0,0,1
34,"Female",140,53,24,"USA","Saucony",3,337,0,0,0
27,"Female",181,76,49,"Japan","Adidas",0,NA,0,0,0
23,"Female",171,69,27,"Australia","Saucony",2,292,0,0,0
28,"Female",151,56,38,"UK","Adidas",2,290,0,0,0
23,"Male",182,81,72,"Australia","Saucony",1,266,0,0,0
28,"Male",172,65,39,"Australia","Brooks",2,297,0,0,0
27,"Male",171,78,25,"Australia","Adidas",1,256,0,0,0
34,"Male",176,81,42,"Australia","Adidas",0,NA,0,0,0
33,"Male",163,65,37,"Australia","Nike",0,NA,0,1,1
26,"Female",177,72,22,"Australia","Saucony",2,258,0,0,1
30,"Male",163,67,31,"Germany","Nike",1,269,0,0,1
25,"Female",162,70,23,"Australia","Nike",1,288,0,0,0
21,"Female",162,70,35,"Australia","Nike",0,NA,0,0,0
23,"Female",184,85,33,"UK","Asics",3,255,0,0,0
26,"Male",162,76,64,"Australia","Brooks",2,248,0,0,0
23,"Female",159,66,44,"Australia","Asics",0,NA,0,0,0
24,"Male",161,69,30,"Germany","Nike",1,220,0,0,0
18,"Female",175,76,26,"Australia","Nike",3,262,0,0,1
33,"Female",163,67,33,"Australia","Saucony",1,279,0,1,1
39,"Female",173,71,46,"Australia","Asics",4,342,0,1,1
43,"Female",169,75,51,"Australia","Asics",5,294,0,0,0
37,"Female",151,66,23,"Australia","Brooks",2,263,0,1,1
35,"Male",198,97,24,"Australia","Adidas",2,346,1,1,1
27,"Male",166,69,18,"Australia","Brooks",0,NA,1,1,1
34,"Female",163,70,19,"Australia","Saucony",3,327,0,0,1
23,"Female",169,73,43,"Australia","Adidas",2,292,0,0,0
42,"Male",162,65,41,"Australia","Adidas",2,316,0,0,0
28,"Male",161,69,37,"Australia","Saucony",1,264,0,0,0
34,"Female",162,60,34,"Australia","Adidas",3,328,0,0,0
19,"Male",173,74,21,"Australia","Brooks",2,236,0,1,1
33,"Female",167,71,41,"Australia","Saucony",1,298,0,0,0
28,"Female",182,80,37,"Australia","Asics",0,NA,0,0,1
25,"Female",147,57,38,"Australia","Asics",0,NA,0,0,0
36,"Female",159,69,42,"Australia","Adidas",5,324,0,0,0
29,"Male",158,58,45,"Australia","Asics",1,322,0,0,0
27,"Male",193,88,25,"Kenya","Nike",4,333,0,1,1
40,"Female",167,72,28,"Australia","Brooks",2,348,0,1,1
26,"Male",172,58,57,"Australia","Asics",1,319,0,0,0
43,"Male",191,92,49,"Australia","Asics",4,365,0,0,0
31,"Female",164,70,51,"Australia","Nike",3,342,0,0,0
27,"Female",147,54,19,"Australia","Brooks",3,238,0,0,0
36,"Male",134,49,66,"Australia","Adidas",7,299,0,0,0
37,"Female",152,50,59,"Australia","Adidas",2,301,0,0,0
31,"Female",169,69,66,"Australia","Brooks",2,314,0,0,1
29,"Female",170,78,26,"Australia","Brooks",1,288,0,0,0
34,"Male",173,69,38,"UK","Nike",2,284,0,0,0
31,"Male",159,62,25,"Australia","Nike",4,380,0,0,1
27,"Male",172,71,33,"Australia","Saucony",5,265,0,0,1
26,"Female",179,81,64,"Australia","Nike",2,267,0,0,1
27,"Male",173,76,46,"Australia","Nike",4,287,0,0,1
18,"Female",162,66,43,"Australia","Asics",4,193,0,0,0
36,"Female",161,66,42,"Australia","Brooks",2,275,0,0,0
30,"Female",164,77,23,"Australia","Asics",2,290,0,0,0
33,"Male",190,92,12,"Japan","Brooks",1,249,0,0,1
31,"Female",171,76,30,"Australia","Saucony",1,317,0,1,1
22,"Male",173,74,21,"Australia","Brooks",6,254,0,0,0
31,"Female",179,83,59,"Australia","Asics",3,301,0,1,1
45,"Male",144,57,21,"Australia","Brooks",6,364,0,0,0
33,"Male",182,80,27,"Australia","Saucony",4,302,0,0,0
36,"Male",169,71,29,"Kenya","Saucony",3,347,0,0,0
21,"Female",168,70,40,"Australia","Adidas",3,242,0,0,0
29,"Male",142,60,55,"Australia","Adidas",1,316,0,0,0
31,"Female",172,74,75,"Australia","Nike",3,267,0,0,0
21,"Female",165,69,21,"Australia","Brooks",5,220,0,0,0
21,"Female",185,80,10,"USA","Brooks",3,241,0,0,0
19,"Male",164,66,76,"Germany","Brooks",1,230,0,0,0
24,"Female",159,61,59,"USA","Adidas",0,NA,0,0,0
24,"Female",161,61,27,"UK","Asics",2,278,0,0,0
32,"Male",151,61,13,"Germany","Saucony",2,288,0,0,0
23,"Male",179,76,22,"USA","Adidas",3,175,0,0,0
39,"Female",169,65,63,"Australia","Adidas",2,273,0,0,0
20,"Female",168,70,31,"Australia","Brooks",0,NA,0,1,1
33,"Female",179,74,42,"Australia","Nike",2,354,0,0,1
33,"Female",180,79,16,"USA","Adidas",2,349,0,0,0
28,"Male",171,77,22,NA,"Saucony",2,302,0,0,0
29,"Female",178,79,50,"Australia",NA,0,NA,0,0,1
34,"Male",184,78,43,"Australia","Nike",2,297,0,0,0
36,"Male",196,87,47,"Australia","Nike",2,343,0,0,0
28,"Female",192,92,19,"Australia","Saucony",1,318,0,1,1
